player_name,matches_played,innings_bowled,overs_bowled,maidens_earned,runs_conceded,wickets_taken,best_innings_bowling,bowling_average,economy_rate,bowling_strike_rate,four_wkts_in_an_inns,five_wkts_in_an_inns,catches_taken,stumpings_made
DS Kulkarni,20.0,20,67.5,4,537,21,4/14,25.57,7.91,19.3,1,0,3.0,0.0
P Kumar,22.0,22,68.0,2,552,15,2/19,36.80,8.11,27.2,0,0,2.0,0.0
BB McCullum,27.0,-,-,-,-,-,-,-,-,-,-,-,8.0,0.0
MM Patel,2.0,2,7.0,0,57,1,1/35,57.00,8.14,42.0,0,0,0.0,0.0
IK Pathan,1.0,1,2.0,0,26,0,-,-,13.00,-,0,0,0.0,0.0
SK Raina,29.0,10,22.0,0,184,1,1/11,184.00,8.36,132.0,0,0,11.0,0.0
JJ Roy,3.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
PJ Sangwan,7.0,7,22.0,0,230,5,2/38,46.00,10.45,26.4,0,0,1.0,0.0
NB Singh,2.0,2,4.0,0,15,1,1/7,15.00,3.75,24.0,0,0,0.0,0.0
DR Smith,24.0,17,31.0,0,301,10,4/8,30.10,9.70,18.6,1,0,10.0,0.0
DW Steyn,1.0,1,2.0,0,17,0,-,-,8.50,-,0,0,0.0,0.0
PV Tambe,7.0,7,16.0,0,143,5,2/12,28.60,8.93,19.2,0,0,1.0,0.0
Tejas Baroka,1.0,1,3.3,0,33,0,-,-,9.42,-,0,0,0.0,0.0
AJ Tye,6.0,6,21.0,0,141,12,5/17,11.75,6.71,10.5,0,1,0.0,0.0
UA Birla,2.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
MJ Clarke,6.0,5,11.0,0,67,2,1/12,33.50,6.09,33.0,0,0,1.0,0.0
AB Dinda,20.0,20,73.0,1,634,25,4/18,25.36,8.68,17.5,1,0,4.0,0.0
JP Faulkner,1.0,1,2.0,1,9,1,1/9,9.00,4.50,12.0,0,0,0.0,0.0
CJ Ferguson,9.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
AJ Finch,14.0,3,4.0,0,49,1,1/11,49.00,12.25,24.0,0,0,2.0,0.0
SC Ganguly,19.0,4,10.0,0,95,2,2/27,47.50,9.50,30.0,0,0,7.0,0.0
RV Gomez,2.0,1,1.0,0,5,0,-,-,5.00,-,0,0,2.0,0.0
Harpreet Singh,3.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
AA Jhunjhunwala,3.0,2,2.0,0,22,0,-,-,11.00,-,0,0,4.0,0.0
Kamran Khan,1.0,1,3.0,0,47,0,-,-,15.66,-,0,0,0.0,0.0
M Kartik,17.0,17,57.0,1,432,5,2/14,86.40,7.57,68.4,0,0,5.0,0.0
B Kumar,31.0,31,107.0,2,719,24,3/18,29.95,6.71,26.7,0,0,4.0,0.0
NL McCullum,2.0,2,5.0,0,34,0,-,-,6.80,-,0,0,1.0,0.0
AP Majumdar,4.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
M Manhas,23.0,3,7.0,0,42,0,-,-,6.00,-,0,0,9.0,0.0
MR Marsh,14.0,12,33.3,0,281,14,4/25,20.07,8.38,14.3,1,0,7.0,0.0
AD Mathews,20.0,19,57.0,0,432,12,3/14,36.00,7.57,28.5,0,0,8.0,0.0
BAW Mendis,3.0,3,12.0,0,78,2,1/15,39.00,6.50,36.0,0,0,0.0,0.0
MD Mishra,7.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
SS Mundhe,1.0,1,1.0,0,6,1,1/6,6.00,6.00,6.0,0,0,0.0,0.0
AG Murtaza,4.0,4,12.0,0,105,3,3/15,35.00,8.75,24.0,0,0,1.0,0.0
AM Nayar,11.0,3,8.0,0,59,2,1/15,29.50,7.37,24.0,0,0,1.0,0.0
A Nehra,13.0,13,48.0,0,402,11,3/23,36.54,8.37,26.1,0,0,1.0,0.0
TD Paine,2.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
IC Pandey,2.0,2,4.0,0,50,1,1/17,50.00,12.50,24.0,0,0,0.0,0.0
MK Pandey,27.0,-,-,-,-,-,-,-,-,-,-,-,14.0,0.0
WD Parnell,18.0,18,65.1,1,478,20,3/27,23.90,7.33,19.5,0,0,3.0,0.0
Parvez Rasool,2.0,2,5.0,0,28,1,1/23,28.00,5.60,30.0,0,0,0.0,0.0
S Rana,2.0,1,0.4,0,2,0,-,-,3.00,-,0,0,0.0,0.0
M Rawat,2.0,-,-,-,-,-,-,-,-,-,-,-,1.0,1.0
KW Richardson,3.0,3,11.5,0,101,2,1/28,50.50,8.53,35.5,0,0,0.0,0.0
JD Ryder,24.0,11,22.2,1,188,5,1/8,37.60,8.41,26.8,0,0,8.0,0.0
MN Samuels,10.0,9,32.4,0,250,9,3/39,27.77,7.65,21.7,0,0,1.0,0.0
R Sharma,36.0,36,128.0,1,854,34,3/13,25.11,6.67,22.5,0,0,11.0,0.0
GC Smith,4.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
SPD Smith,22.0,1,0.2,0,5,0,-,-,15.00,-,0,0,14.0,0.0
TL Suman,7.0,1,2.0,0,15,1,1/15,15.00,7.50,12.0,0,0,2.0,0.0
JE Taylor,5.0,5,19.3,0,157,6,3/30,26.16,8.05,19.5,0,0,0.0,0.0
LRPL Taylor,5.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
AC Thomas,15.0,15,52.3,2,406,14,3/22,29.00,7.73,22.5,0,0,3.0,0.0
K Upadhyay,3.0,3,9.0,0,81,0,-,-,9.00,-,0,0,1.0,0.0
RV Uthappa,46.0,-,-,-,-,-,-,-,-,-,-,-,25.0,6.0
SB Wagh,7.0,7,16.0,0,121,4,3/16,30.25,7.56,24.0,0,0,1.0,0.0
LJ Wright,7.0,6,11.5,0,124,2,1/12,62.00,10.47,35.5,0,0,2.0,0.0
Yuvraj Singh,27.0,23,51.0,0,344,15,4/29,22.93,6.74,20.4,1,0,6.0,0.0
KK Ahmed,1.0,1,3.0,0,38,0,-,-,12.66,-,0,0,0.0,0.0
Anand Rajan,2.0,2,8.0,0,42,2,1/20,21.00,5.25,24.0,0,0,1.0,0.0
S Anirudha,1.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
Ankit Sharma,1.0,1,2.0,0,17,0,-,-,8.50,-,0,0,1.0,0.0
A Ashish Reddy,22.0,11,16.3,0,159,7,1/7,22.71,9.63,14.1,0,0,9.0,0.0
Basil Thampi,4.0,4,10.1,0,114,5,2/4,22.80,11.21,12.2,0,0,2.0,0.0
RK Bhui,1.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
Bipul Sharma,18.0,16,37.2,0,300,9,2/13,33.33,8.03,24.8,0,0,3.0,0.0
RS Bopara,9.0,7,20.0,0,160,6,2/18,26.66,8.00,20.0,0,0,2.0,0.0
TA Boult,8.0,8,32.0,0,275,10,3/19,27.50,8.59,19.2,0,0,3.0,0.0
CR Brathwaite,4.0,4,10.1,0,94,5,2/15,18.80,9.24,12.2,0,0,2.0,0.0
BCJ Cutting,8.0,8,23.5,0,203,6,2/20,33.83,8.51,23.8,0,0,2.0,0.0
Q de Kock,3.0,-,-,-,-,-,-,-,-,-,-,-,3.0,1.0
S Dhawan,85.0,-,-,-,-,-,-,-,-,-,-,-,38.0,0.0
AJ Finch,13.0,-,-,-,-,-,-,-,-,-,-,-,6.0,0.0
SP Goswami,6.0,-,-,-,-,-,-,-,-,-,-,-,5.0,0.0
AD Hales,6.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
MC Henriques,42.0,42,111.0,0,917,28,3/16,32.75,8.26,23.7,0,0,18.0,0.0
JO Holder,1.0,1,3.0,0,35,1,1/35,35.00,11.66,18.0,0,0,2.0,0.0
DJ Hooda,36.0,11,20.0,0,163,5,2/16,32.60,8.15,24.0,0,0,11.0,0.0
CJ Jordan,2.0,2,5.0,0,40,1,1/9,40.00,8.00,30.0,0,0,0.0,0.0
S Kaul,27.0,27,101.4,0,847,37,4/29,22.89,8.33,16.4,1,0,5.0,0.0
B Kumar,71.0,71,269.2,5,1974,96,5/19,20.56,7.32,16.8,2,1,19.0,0.0
P Kumar,12.0,12,36.0,0,329,7,2/35,47.00,9.13,30.8,0,0,3.0,0.0
A Mishra,27.0,27,99.3,1,734,28,4/19,26.21,7.37,21.3,1,0,2.0,0.0
Mohammad Nabi,5.0,5,16.0,0,105,3,1/13,35.00,6.56,32.0,0,0,0.0,0.0
Mohammed Siraj,6.0,6,23.0,0,212,10,4/32,21.20,9.21,13.8,1,0,1.0,0.0
EJG Morgan,16.0,-,-,-,-,-,-,-,-,-,-,-,8.0,0.0
Mustafizur Rahman,17.0,17,63.4,1,455,17,3/16,26.76,7.14,22.4,0,0,2.0,0.0
A Nehra,14.0,14,47.1,1,396,17,3/15,23.29,8.39,16.6,0,0,2.0,0.0
NV Ojha,56.0,-,-,-,-,-,-,-,-,-,-,-,36.0,2.0
MK Pandey,15.0,-,-,-,-,-,-,-,-,-,-,-,9.0,0.0
Parvez Rasool,5.0,5,14.0,0,114,2,1/20,57.00,8.14,42.0,0,0,1.0,0.0
PA Patel,13.0,-,-,-,-,-,-,-,-,-,-,-,5.0,3.0
IK Pathan,10.0,10,23.4,0,205,4,2/10,51.25,8.66,35.5,0,0,2.0,0.0
YK Pathan,15.0,1,2.0,0,14,1,1/14,14.00,7.00,12.0,0,0,3.0,0.0
NLTC Perera,16.0,16,59.4,0,478,19,3/20,25.15,8.01,18.8,0,0,5.0,0.0
KL Rahul,20.0,-,-,-,-,-,-,-,-,-,-,-,5.0,0.0
Rashid Khan,31.0,31,122.0,2,816,38,3/19,21.47,6.68,19.2,0,0,11.0,0.0
DB Ravi Teja,2.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
PA Reddy,7.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
WP Saha,11.0,-,-,-,-,-,-,-,-,-,-,-,5.0,1.0
BB Samantray,8.0,-,-,-,-,-,-,-,-,-,-,-,3.0,0.0
DJG Sammy,20.0,17,36.2,0,325,11,4/22,29.54,8.94,19.8,1,0,8.0,0.0
Sandeep Sharma,12.0,12,44.0,0,333,12,2/17,27.75,7.56,22.0,0,0,2.0,0.0
KC Sangakkara,9.0,-,-,-,-,-,-,-,-,-,-,-,3.0,0.0
V Shankar,4.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
Shakib Al Hasan,17.0,17,57.0,0,456,14,2/18,32.57,8.00,24.4,0,0,3.0,0.0
I Sharma,23.0,23,84.4,2,726,19,3/27,38.21,8.57,26.7,0,0,6.0,0.0
KV Sharma,46.0,46,141.4,1,1109,36,4/38,30.80,7.82,23.6,1,0,8.0,0.0
BB Sran,15.0,15,51.3,0,442,14,3/28,31.57,8.58,22.0,0,0,2.0,0.0
B Stanlake,4.0,4,16.0,0,130,5,2/21,26.00,8.12,19.2,0,0,0.0,0.0
DW Steyn,37.0,37,142.5,3,985,33,3/11,29.84,6.89,25.9,0,0,12.0,0.0
AP Tare,3.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
X Thalaivan Sargunam,1.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
Y Venugopal Rao,7.0,2,2.0,0,16,0,-,-,8.00,-,0,0,2.0,0.0
GH Vihari,22.0,5,6.0,0,38,1,1/5,38.00,6.33,36.0,0,0,6.0,0.0
DA Warner,59.0,-,-,-,-,-,-,-,-,-,-,-,30.0,0.0
CL White,13.0,2,2.0,0,16,1,1/14,16.00,8.00,12.0,0,0,10.0,0.0
KS Williamson,32.0,1,1.0,0,7,0,-,-,7.00,-,0,0,14.0,0.0
Yuvraj Singh,22.0,7,8.1,0,74,1,1/6,74.00,9.06,49.0,0,0,4.0,0.0
VR Aaron,24.0,23,77.4,1,703,21,3/16,33.47,9.05,22.1,0,0,1.0,0.0
SA Abbott,2.0,2,5.0,0,57,0,-,-,11.40,-,0,0,0.0,0.0
Abdur Razzak,1.0,1,2.0,0,29,0,-,-,14.50,-,0,0,0.0,0.0
MA Agarwal,29.0,-,-,-,-,-,-,-,-,-,-,-,15.0,0.0
AN Ahmed,7.0,7,26.2,0,241,4,1/18,60.25,9.15,39.5,0,0,0.0,0.0
B Akhil,14.0,12,29.2,0,220,6,2/17,36.66,7.50,29.3,0,0,3.0,0.0
MM Ali,5.0,5,13.1,0,97,3,1/13,32.33,7.36,26.3,0,0,2.0,0.0
CJ Anderson,3.0,3,8.4,0,115,3,2/47,38.33,13.26,17.3,0,0,0.0,0.0
KP Appanna,14.0,13,36.0,0,286,9,4/19,31.77,7.94,24.0,1,0,1.0,0.0
S Aravind,38.0,38,126.4,0,1039,45,4/14,23.08,8.20,16.8,2,0,8.0,0.0
KB Arun Karthik,16.0,-,-,-,-,-,-,-,-,-,-,-,11.0,2.0
J Arunkumar,3.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
M Ashwin,2.0,2,7.0,0,53,3,2/36,17.66,7.57,14.0,0,0,0.0,0.0
Avesh Khan,1.0,1,4.0,0,23,1,1/23,23.00,5.75,24.0,0,0,0.0,0.0
S Badree,7.0,7,25.0,1,188,9,4/9,20.88,7.52,16.6,1,0,2.0,0.0
RR Bhatkal,1.0,1,2.0,0,35,0,-,-,17.50,-,0,0,1.0,0.0
STR Binny,22.0,15,23.0,0,184,5,1/9,36.80,8.00,27.6,0,0,4.0,0.0
R Bishnoi,3.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
MS Bisla,2.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
MV Boucher,27.0,-,-,-,-,-,-,-,-,-,-,-,13.0,3.0
YS Chahal,69.0,68,244.3,2,1898,82,4/25,23.14,7.76,17.8,1,0,16.0,0.0
S Chanderpaul,3.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
B Chipli,3.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
A Choudhary,5.0,5,16.5,2,144,5,2/17,28.80,8.55,20.2,0,0,0.0,0.0
DT Christian,2.0,2,6.0,0,55,0,-,-,9.16,-,0,0,0.0,0.0
C de Grandhomme,9.0,7,15.0,0,129,2,1/8,64.50,8.60,45.0,0,0,3.0,0.0
Q de Kock,8.0,-,-,-,-,-,-,-,-,-,-,-,7.0,3.0
AB de Villiers,113.0,-,-,-,-,-,-,-,-,-,-,-,65.0,7.0
TM Dilshan,25.0,12,20.0,0,195,1,1/30,195.00,9.75,120.0,0,0,7.0,0.0
AB Dinda,11.0,11,36.0,0,332,5,1/14,66.40,9.22,43.2,0,0,1.0,0.0
ND Doshi,1.0,1,4.0,0,17,1,1/17,17.00,4.25,24.0,0,0,0.0,0.0
R Dravid,43.0,-,-,-,-,-,-,-,-,-,-,-,8.0,0.0
D du Preez,2.0,2,7.0,1,56,4,3/32,14.00,8.00,10.5,0,0,0.0,0.0
CH Gayle,85.0,24,56.4,0,428,13,3/21,32.92,7.55,26.1,0,0,16.0,0.0
SP Goswami,7.0,-,-,-,-,-,-,-,-,-,-,-,3.0,2.0
TM Head,10.0,5,8.0,0,81,2,2/30,40.50,10.12,24.0,0,0,3.0,0.0
MC Henriques,10.0,8,21.1,0,185,7,2/14,26.42,8.74,18.1,0,0,5.0,0.0
Iqbal Abdulla,15.0,15,49.0,1,418,12,3/40,34.83,8.53,24.5,0,0,5.0,0.0
KM Jadhav,17.0,-,-,-,-,-,-,-,-,-,-,-,8.0,3.0
W Jaffer,8.0,-,-,-,-,-,-,-,-,-,-,-,4.0,0.0
SB Jakati,1.0,1,3.4,0,41,0,-,-,11.18,-,0,0,0.0,0.0
CJ Jordan,9.0,9,28.0,0,258,11,4/11,23.45,9.21,15.2,1,0,4.0,0.0
SB Joshi,4.0,4,9.1,0,82,1,1/27,82.00,8.94,55.0,0,0,0.0,0.0
M Kaif,9.0,-,-,-,-,-,-,-,-,-,-,-,5.0,0.0
JH Kallis,42.0,41,137.2,2,1140,23,2/3,49.56,8.30,35.8,0,0,15.0,0.0
KD Karthik,16.0,-,-,-,-,-,-,-,-,-,-,-,14.0,4.0
M Kartik,11.0,11,39.0,0,284,9,2/24,31.55,7.28,26.0,0,0,4.0,0.0
AA Kazi,1.0,1,2.0,0,21,0,-,-,10.50,-,0,0,0.0,0.0
SN Khan,25.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
Z Khan,44.0,43,167.0,2,1312,49,4/17,26.77,7.85,20.4,1,0,11.0,0.0
K Khejroliya,3.0,3,10.5,0,107,2,2/33,53.50,9.87,32.5,0,0,0.0,0.0
V Kohli,163.0,26,41.5,0,368,4,2/25,92.00,8.79,62.7,0,0,68.0,0.0
P Kumar,38.0,38,139.2,2,1140,34,3/18,33.52,8.18,24.5,0,0,5.0,0.0
A Kumble,42.0,42,160.5,1,1058,45,5/5,23.51,6.57,21.4,2,1,10.0,0.0
CK Langeveldt,3.0,3,11.0,0,84,5,2/10,16.80,7.63,13.2,0,0,0.0,0.0
BB McCullum,6.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
AB McDonald,5.0,4,12.0,0,78,6,2/25,13.00,6.50,12.0,0,0,0.0,0.0
NJ Maddinson,3.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
Mandeep Singh,40.0,-,-,-,-,-,-,-,-,-,-,-,18.0,0.0
TS Mills,5.0,5,17.5,0,153,5,2/31,30.60,8.57,21.4,0,0,1.0,0.0
AF Milne,5.0,5,18.0,0,177,4,2/27,44.25,9.83,27.0,0,0,5.0,0.0
Misbah-ul-Haq,8.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0
A Mithun,16.0,16,48.0,0,472,7,2/37,67.42,9.83,41.1,0,0,7.0,0.0
Mohammed Siraj,11.0,11,41.0,0,367,11,3/25,33.36,8.95,22.3,0,0,5.0,0.0
EJG Morgan,6.0,-,-,-,-,-,-,-,-,-,-,-,4.0,0.0
JA Morkel,7.0,6,16.0,0,126,4,1/18,31.50,7.87,24.0,0,0,2.0,0.0
A Mukund,1.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
M Muralitharan,21.0,21,79.0,0,561,21,3/21,26.71,7.10,22.5,0,0,3.0,0.0
KK Nair,2.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
DP Nannes,2.0,2,4.0,1,31,2,1/0,15.50,7.75,12.0,0,0,1.0,0.0
P Negi,14.0,14,36.1,0,246,17,3/10,14.47,6.80,12.7,0,0,3.0,0.0
R Ninan,2.0,2,6.0,0,65,3,2/31,21.66,10.83,12.0,0,0,1.0,0.0
AA Noffke,1.0,1,4.0,0,40,1,1/40,40.00,10.00,24.0,0,0,0.0,0.0
MK Pandey,18.0,-,-,-,-,-,-,-,-,-,-,-,10.0,0.0
Pankaj Singh,5.0,5,15.0,1,146,4,2/27,36.50,9.73,22.5,0,0,1.0,0.0
P Parameswaran,3.0,3,10.0,0,87,5,3/30,17.40,8.70,12.0,0,0,1.0,0.0
Parvez Rasool,4.0,4,14.0,0,129,1,1/31,129.00,9.21,84.0,0,0,2.0,0.0
HV Patel,36.0,34,113.5,0,971,34,3/43,28.55,8.53,20.0,0,0,11.0,0.0
PA Patel,18.0,-,-,-,-,-,-,-,-,-,-,-,14.0,1.0
AUK Pathan,8.0,3,6.3,0,63,0,-,-,9.69,-,0,0,2.0,0.0
DT Patil,2.0,-,-,-,-,-,-,-,-,-,-,-,2.0,0.0
KP Pietersen,13.0,10,23.0,0,162,7,2/31,23.14,7.04,19.7,0,0,6.0,0.0
LA Pomersbach,5.0,-,-,-,-,-,-,-,-,-,-,-,5.0,0.0
CA Pujara,14.0,-,-,-,-,-,-,-,-,-,-,-,4.0,0.0
KL Rahul,19.0,-,-,-,-,-,-,-,-,-,-,-,7.0,4.0
