BenefitName,BusinessYear,CoinsInnTier1,CoinsInnTier2,CoinsOutofNet,CopayInnTier1,CopayInnTier2,CopayOutofNet,EHBVarReason,Exclusions,Explanation,ImportDate,IsCovered,IsEHB,IsExclFromInnMOOP,IsExclFromOonMOOP,IsStateMandate,IsSubjToDedTier1,IsSubjToDedTier2,IssuerId,IssuerId2,LimitQty,LimitUnit,MinimumStay,PlanId,QuantLimitOnSvc,RowNumber,SourceName,StandardComponentId,StateCode,StateCode2,VersionNum
Basic Dental Care - Adult,2014,50% Coinsurance after deductible,,70% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,Yes,Yes,74819,74819,,,,74819AK0010006-01,,113,HIOS,74819AK0010006,AK,AK,7
Orthodontia - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,Not Covered,,,,,,,74819,74819,,,,74819AK0010006-01,,114,HIOS,74819AK0010006,AK,AK,7
Major Dental Care - Adult,2014,70% Coinsurance after deductible,,100%,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,Yes,Yes,74819,74819,,,,74819AK0010006-01,,115,HIOS,74819AK0010006,AK,AK,7
Accidental Dental,2014,,,,,,,,,,2014-01-21 08:29:49,Not Covered,,,,,,,74819,74819,,,,74819AK0010006-01,,118,HIOS,74819AK0010006,AK,AK,7
Routine Dental Services (Adult),2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020001-00,,68,HIOS,74819AK0020001,AK,AK,7
Dental Check-Up for Children,2014,0%,,10% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,1.0,Visit(s) per 6 Months,,74819AK0020001-00,Yes,104,HIOS,74819AK0020001,AK,AK,7
Basic Dental Care - Child,2014,30% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020001-00,,110,HIOS,74819AK0020001,AK,AK,7
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,Medically Necessary only; 24 month wait,2014-01-21 08:29:49,Covered,,No,No,,No,No,74819,74819,1.0,Treatment(s) per Lifetime,,74819AK0020001-00,Yes,111,HIOS,74819AK0020001,AK,AK,7
Major Dental Care - Child,2014,50% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020001-00,,112,HIOS,74819AK0020001,AK,AK,7
Basic Dental Care - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020001-00,,113,HIOS,74819AK0020001,AK,AK,7
Basic Dental Care - Child,2014,30% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020004-01,,110,HIOS,74819AK0020004,AK,AK,7
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,Medically Necessary only; 24 month wait,2014-01-21 08:29:49,Covered,,No,No,,No,No,74819,74819,1.0,Treatment(s) per Lifetime,,74819AK0020004-01,Yes,111,HIOS,74819AK0020004,AK,AK,7
Major Dental Care - Child,2014,50% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020004-01,,112,HIOS,74819AK0020004,AK,AK,7
Basic Dental Care - Adult,2014,30% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,Yes,Yes,74819,74819,,,,74819AK0020004-01,,113,HIOS,74819AK0020004,AK,AK,7
Orthodontia - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,Not Covered,,,,,,,74819,74819,,,,74819AK0020004-01,,114,HIOS,74819AK0020004,AK,AK,7
Major Dental Care - Adult,2014,60% Coinsurance after deductible,,80% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,Yes,Yes,74819,74819,,,,74819AK0020004-01,,115,HIOS,74819AK0020004,AK,AK,7
Accidental Dental,2014,,,,,,,,,,2014-01-21 08:29:49,Not Covered,,,,,,,74819,74819,,,,74819AK0020004-01,,118,HIOS,74819AK0020004,AK,AK,7
Routine Dental Services (Adult),2014,0%,,20%,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,No,No,74819,74819,,,,74819AK0020005-00,,68,HIOS,74819AK0020005,AK,AK,7
Dental Check-Up for Children,2014,0% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,1.0,Visit(s) per 6 Months,,74819AK0020005-00,Yes,104,HIOS,74819AK0020005,AK,AK,7
Orthodontia - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020001-00,,114,HIOS,74819AK0020001,AK,AK,7
Major Dental Care - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020001-00,,115,HIOS,74819AK0020001,AK,AK,7
Accidental Dental,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020001-00,,118,HIOS,74819AK0020001,AK,AK,7
Routine Dental Services (Adult),2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020001-01,,68,HIOS,74819AK0020001,AK,AK,7
Dental Check-Up for Children,2014,0%,,10% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,1.0,Visit(s) per 6 Months,,74819AK0020001-01,Yes,104,HIOS,74819AK0020001,AK,AK,7
Basic Dental Care - Child,2014,30% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020001-01,,110,HIOS,74819AK0020001,AK,AK,7
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,Medically Necessary only; 24 month wait,2014-01-21 08:29:49,Covered,,No,No,,No,No,74819,74819,1.0,Treatment(s) per Lifetime,,74819AK0020001-01,Yes,111,HIOS,74819AK0020001,AK,AK,7
Major Dental Care - Child,2014,50% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020001-01,,112,HIOS,74819AK0020001,AK,AK,7
Basic Dental Care - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020001-01,,113,HIOS,74819AK0020001,AK,AK,7
Orthodontia - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020001-01,,114,HIOS,74819AK0020001,AK,AK,7
Major Dental Care - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020001-01,,115,HIOS,74819AK0020001,AK,AK,7
Accidental Dental,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020001-01,,118,HIOS,74819AK0020001,AK,AK,7
Routine Dental Services (Adult),2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020002-00,,68,HIOS,74819AK0020002,AK,AK,7
Dental Check-Up for Children,2014,0% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,1.0,Visit(s) per 6 Months,,74819AK0020002-00,Yes,104,HIOS,74819AK0020002,AK,AK,7
Basic Dental Care - Child,2014,45% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020002-00,,110,HIOS,74819AK0020002,AK,AK,7
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,Medically Necessary only; 24 month wait,2014-01-21 08:29:49,Covered,,No,No,,No,No,74819,74819,1.0,Treatment(s) per Lifetime,,74819AK0020002-00,Yes,111,HIOS,74819AK0020002,AK,AK,7
Major Dental Care - Child,2014,65% Coinsurance after deductible,,80% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020002-00,,112,HIOS,74819AK0020002,AK,AK,7
Basic Dental Care - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020002-00,,113,HIOS,74819AK0020002,AK,AK,7
Orthodontia - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020002-00,,114,HIOS,74819AK0020002,AK,AK,7
Major Dental Care - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020002-00,,115,HIOS,74819AK0020002,AK,AK,7
Accidental Dental,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020002-00,,118,HIOS,74819AK0020002,AK,AK,7
Routine Dental Services (Adult),2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020002-01,,68,HIOS,74819AK0020002,AK,AK,7
Dental Check-Up for Children,2014,0% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,1.0,Visit(s) per 6 Months,,74819AK0020002-01,Yes,104,HIOS,74819AK0020002,AK,AK,7
Basic Dental Care - Child,2014,45% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020002-01,,110,HIOS,74819AK0020002,AK,AK,7
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,Medically Necessary only; 24 month wait,2014-01-21 08:29:49,Covered,,No,No,,No,No,74819,74819,1.0,Treatment(s) per Lifetime,,74819AK0020002-01,Yes,111,HIOS,74819AK0020002,AK,AK,7
Major Dental Care - Child,2014,65% Coinsurance after deductible,,80% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020002-01,,112,HIOS,74819AK0020002,AK,AK,7
Basic Dental Care - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020002-01,,113,HIOS,74819AK0020002,AK,AK,7
Orthodontia - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020002-01,,114,HIOS,74819AK0020002,AK,AK,7
Major Dental Care - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020002-01,,115,HIOS,74819AK0020002,AK,AK,7
Accidental Dental,2014,,,,,,,,,,2014-01-21 08:29:49,,,,,,,,74819,74819,,,,74819AK0020002-01,,118,HIOS,74819AK0020002,AK,AK,7
Routine Dental Services (Adult),2014,0%,,20%,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,No,No,74819,74819,,,,74819AK0020003-00,,68,HIOS,74819AK0020003,AK,AK,7
Dental Check-Up for Children,2014,0%,,10% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,1.0,Visit(s) per 6 Months,,74819AK0020003-00,Yes,104,HIOS,74819AK0020003,AK,AK,7
Basic Dental Care - Child,2014,30% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020003-00,,110,HIOS,74819AK0020003,AK,AK,7
Inherited Metabolic Disorder - PKU,2014,50%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0680042-00,,131,HIOS,73836AK0680042,AK,AK,6
Newborn Hearing Screening,2014,50%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0680042-00,,132,HIOS,73836AK0680042,AK,AK,6
Primary Care Visit to Treat an Injury or Illness,2014,50%,,50%,$35,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,61,HIOS,73836AK0680042,AK,AK,6
Specialist Visit,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,62,HIOS,73836AK0680042,AK,AK,6
"Other Practitioner Office Visit (Nurse, Physician Assistant)",2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,63,HIOS,73836AK0680042,AK,AK,6
"Outpatient Facility Fee (e.g.,  Ambulatory Surgery Center)",2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,64,HIOS,73836AK0680042,AK,AK,6
Outpatient Surgery Physician/Surgical Services,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,65,HIOS,73836AK0680042,AK,AK,6
Hospice Services,2014,50%,,50%,No Charge,,No Charge,,,"Quantitative limit units apply, see EHB benchmark.",2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,66,HIOS,73836AK0680042,AK,AK,6
Non-Emergency Care When Traveling Outside the U.S.,2014,50%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,67,HIOS,73836AK0680042,AK,AK,6
Routine Dental Services (Adult),2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0680042-01,,68,HIOS,73836AK0680042,AK,AK,6
Infertility Treatment,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0680042-01,,69,HIOS,73836AK0680042,AK,AK,6
Long-Term/Custodial Nursing Home Care,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0680042-01,,70,HIOS,73836AK0680042,AK,AK,6
Private-Duty Nursing,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0680042-01,,71,HIOS,73836AK0680042,AK,AK,6
Routine Eye Exam (Adult),2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0680042-01,,72,HIOS,73836AK0680042,AK,AK,6
Urgent Care Centers or Facilities,2014,No Charge,,50%,$35,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,73,HIOS,73836AK0680042,AK,AK,6
Home Health Care Services,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,130.0,Visit(s) per Year,,73836AK0680042-01,Yes,74,HIOS,73836AK0680042,AK,AK,6
Emergency Room Services,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,75,HIOS,73836AK0680042,AK,AK,6
Emergency Transportation/Ambulance,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,76,HIOS,73836AK0680042,AK,AK,6
"Inpatient Hospital Services (e.g., Hospital Stay)",2014,50%,,50%,$0 Copay per Day,,$0 Copay per Day,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,77,HIOS,73836AK0680042,AK,AK,6
Inpatient Physician and Surgical Services,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,78,HIOS,73836AK0680042,AK,AK,6
Bariatric Surgery,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0680042-01,,79,HIOS,73836AK0680042,AK,AK,6
Cosmetic Surgery,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0680042-01,,80,HIOS,73836AK0680042,AK,AK,6
Skilled Nursing Facility,2014,50%,,50%,$0 Copay per Day,,$0 Copay per Day,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,60.0,Days per Year,,73836AK0680042-01,Yes,81,HIOS,73836AK0680042,AK,AK,6
Prenatal and Postnatal Care,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,82,HIOS,73836AK0680042,AK,AK,6
Delivery and All Inpatient Services for Maternity Care,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0680042-01,,83,HIOS,73836AK0680042,AK,AK,6
Mental/Behavioral Health Outpatient Services,2014,No Charge,,50%,$35,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,84,HIOS,73836AK0680042,AK,AK,6
Mental/Behavioral Health Inpatient Services,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,85,HIOS,73836AK0680042,AK,AK,6
Substance Abuse Disorder Outpatient Services,2014,No Charge,,50%,$35,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0680042-01,,86,HIOS,73836AK0680042,AK,AK,6
Substance Abuse Disorder Inpatient Services,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0680042-01,,87,HIOS,73836AK0680042,AK,AK,6
Generic Drugs,2014,45%,,45%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,88,HIOS,73836AK0680042,AK,AK,6
Preferred Brand Drugs,2014,45%,,45%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,89,HIOS,73836AK0680042,AK,AK,6
Non-Preferred Brand Drugs,2014,45%,,45%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680042-01,,90,HIOS,73836AK0680042,AK,AK,6
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,Medically Necessary only; 24 month wait,2014-01-21 08:29:49,Covered,,No,No,,No,No,74819,74819,1.0,Treatment(s) per Lifetime,,74819AK0020003-00,Yes,111,HIOS,74819AK0020003,AK,AK,7
Major Dental Care - Child,2014,50% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020003-00,,112,HIOS,74819AK0020003,AK,AK,7
Basic Dental Care - Adult,2014,10% Coinsurance after deductible,,30% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,Yes,Yes,74819,74819,,,,74819AK0020003-00,,113,HIOS,74819AK0020003,AK,AK,7
Orthodontia - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,Not Covered,,,,,,,74819,74819,,,,74819AK0020003-00,,114,HIOS,74819AK0020003,AK,AK,7
Major Dental Care - Adult,2014,50% Coinsurance after deductible,,70% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,Yes,Yes,74819,74819,,,,74819AK0020003-00,,115,HIOS,74819AK0020003,AK,AK,7
Accidental Dental,2014,,,,,,,,,,2014-01-21 08:29:49,Not Covered,,,,,,,74819,74819,,,,74819AK0020003-00,,118,HIOS,74819AK0020003,AK,AK,7
Routine Dental Services (Adult),2014,0%,,20%,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,No,No,74819,74819,,,,74819AK0020003-01,,68,HIOS,74819AK0020003,AK,AK,7
Dental Check-Up for Children,2014,0%,,10% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,1.0,Visit(s) per 6 Months,,74819AK0020003-01,Yes,104,HIOS,74819AK0020003,AK,AK,7
Basic Dental Care - Child,2014,30% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020003-01,,110,HIOS,74819AK0020003,AK,AK,7
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,Medically Necessary only; 24 month wait,2014-01-21 08:29:49,Covered,,No,No,,No,No,74819,74819,1.0,Treatment(s) per Lifetime,,74819AK0020003-01,Yes,111,HIOS,74819AK0020003,AK,AK,7
Major Dental Care - Child,2014,50% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020003-01,,112,HIOS,74819AK0020003,AK,AK,7
Basic Dental Care - Adult,2014,10% Coinsurance after deductible,,30% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,Yes,Yes,74819,74819,,,,74819AK0020003-01,,113,HIOS,74819AK0020003,AK,AK,7
Orthodontia - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,Not Covered,,,,,,,74819,74819,,,,74819AK0020003-01,,114,HIOS,74819AK0020003,AK,AK,7
Major Dental Care - Adult,2014,50% Coinsurance after deductible,,70% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,Yes,Yes,74819,74819,,,,74819AK0020003-01,,115,HIOS,74819AK0020003,AK,AK,7
Accidental Dental,2014,,,,,,,,,,2014-01-21 08:29:49,Not Covered,,,,,,,74819,74819,,,,74819AK0020003-01,,118,HIOS,74819AK0020003,AK,AK,7
Routine Dental Services (Adult),2014,0%,,20%,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,No,No,74819,74819,,,,74819AK0020004-00,,68,HIOS,74819AK0020004,AK,AK,7
Dental Check-Up for Children,2014,0%,,10% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,1.0,Visit(s) per 6 Months,,74819AK0020004-00,Yes,104,HIOS,74819AK0020004,AK,AK,7
Basic Dental Care - Child,2014,30% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020004-00,,110,HIOS,74819AK0020004,AK,AK,7
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,,Medically Necessary only; 24 month wait,2014-01-21 08:29:49,Covered,,No,No,,No,No,74819,74819,1.0,Treatment(s) per Lifetime,,74819AK0020004-00,Yes,111,HIOS,74819AK0020004,AK,AK,7
Major Dental Care - Child,2014,50% Coinsurance after deductible,,60% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,,,,74819AK0020004-00,,112,HIOS,74819AK0020004,AK,AK,7
Basic Dental Care - Adult,2014,30% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,Yes,Yes,74819,74819,,,,74819AK0020004-00,,113,HIOS,74819AK0020004,AK,AK,7
Orthodontia - Adult,2014,,,,,,,,,,2014-01-21 08:29:49,Not Covered,,,,,,,74819,74819,,,,74819AK0020004-00,,114,HIOS,74819AK0020004,AK,AK,7
Major Dental Care - Adult,2014,60% Coinsurance after deductible,,80% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,Yes,Yes,74819,74819,,,,74819AK0020004-00,,115,HIOS,74819AK0020004,AK,AK,7
Accidental Dental,2014,,,,,,,,,,2014-01-21 08:29:49,Not Covered,,,,,,,74819,74819,,,,74819AK0020004-00,,118,HIOS,74819AK0020004,AK,AK,7
Routine Dental Services (Adult),2014,0%,,20%,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,,Yes,Yes,,No,No,74819,74819,,,,74819AK0020004-01,,68,HIOS,74819AK0020004,AK,AK,7
Dental Check-Up for Children,2014,0%,,10% Coinsurance after deductible,No Charge,,No Charge,Above EHB,,,2014-01-21 08:29:49,Covered,Yes,No,No,,Yes,Yes,74819,74819,1.0,Visit(s) per 6 Months,,74819AK0020004-01,Yes,104,HIOS,74819AK0020004,AK,AK,7
Urgent Care Centers or Facilities,2014,No Charge,,50%,$35,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680040-01,,73,HIOS,73836AK0680040,AK,AK,6
Home Health Care Services,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,130.0,Visit(s) per Year,,73836AK0680040-01,Yes,74,HIOS,73836AK0680040,AK,AK,6
Emergency Room Services,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680040-01,,75,HIOS,73836AK0680040,AK,AK,6
Emergency Transportation/Ambulance,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680040-01,,76,HIOS,73836AK0680040,AK,AK,6
"Inpatient Hospital Services (e.g., Hospital Stay)",2014,50%,,50%,$0 Copay per Day,,$0 Copay per Day,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680040-01,,77,HIOS,73836AK0680040,AK,AK,6
Inpatient Physician and Surgical Services,2014,50%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0680040-01,,78,HIOS,73836AK0680040,AK,AK,6
Bariatric Surgery,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0680040-01,,79,HIOS,73836AK0680040,AK,AK,6
