"batsman","bowler","P0","P1","P2","P3","P4","P6","p_not_out"
"MV Boucher","SM Pollock",0.2,0.5,0,0.1,0.2,0,NA
"MV Boucher","Sohail Tanvir",0.5,0.5,0,0,0,0,NA
"MV Boucher","ST Jayasuriya",0.25,0.5,0,0,0,0.25,NA
"MV Boucher","Umar Gul",0.25,0.75,0,0,0,0,NA
"MV Boucher","V Sehwag",0,0.4,0,0,0.2,0.4,NA
"MV Boucher","VRV Singh",0.25,0.75,0,0,0,0,NA
"MV Boucher","VY Mahesh",0.5,0.25,0.25,0,0,0,NA
"MV Boucher","Yuvraj Singh",0.6,0.4,0,0,0,0,0.8
"N Rana","A Choudhary",0.5,0.333333333333333,0,0,0.166666666666667,0,NA
"N Rana","A Mishra",0.4,0.2,0.2,0,0.2,0,NA
"N Rana","A Nehra",0.25,0.5,0,0,0.25,0,NA
"N Rana","A Zampa",0.4,0.3,0.1,0,0.1,0.1,0.9
"N Rana","AF Milne",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,NA
"N Rana","AJ Tye",0.5,0.25,0.125,0,0,0.125,0.875
"N Rana","Ankit Soni",0.5,0.333333333333333,0,0,0.166666666666667,0,0.833333333333333
"N Rana","AR Patel",0.571428571428571,0.357142857142857,0,0,0,0.0714285714285714,0.928571428571429
"N Rana","AS Rajpoot",0.625,0.125,0,0,0.125,0.125,0.875
"N Rana","B Kumar",0.2,0.6,0,0,0.2,0,0.8
"N Rana","BA Stokes",0.636363636363636,0.272727272727273,0,0,0,0.0909090909090909,NA
"N Rana","Basil Thampi",0.333333333333333,0.444444444444444,0,0,0.111111111111111,0.111111111111111,NA
"N Rana","BCJ Cutting",0.6,0.4,0,0,0,0,NA
"N Rana","CH Morris",1,0,0,0,0,0,NA
"N Rana","CR Woakes",0.166666666666667,0.666666666666667,0,0,0.166666666666667,0,NA
"N Rana","DJ Bravo",0.4,0.4,0,0,0.2,0,0.9
"N Rana","DJ Hooda",0.125,0.625,0,0,0.125,0.125,NA
"N Rana","DR Smith",0.3,0.5,0,0,0.1,0.1,NA
"N Rana","DS Kulkarni",0,0.25,0.25,0,0.25,0.25,NA
"N Rana","DT Christian",1,0,0,0,0,0,0
"N Rana","GJ Maxwell",0,1,0,0,0,0,NA
"N Rana","I Sharma",0.333333333333333,0.416666666666667,0,0,0.0833333333333333,0.166666666666667,NA
"N Rana","Imran Tahir",0,0.666666666666667,0.333333333333333,0,0,0,NA
"N Rana","KC Cariappa",0.666666666666667,0.111111111111111,0,0,0,0.222222222222222,NA
"N Rana","Kuldeep Yadav",0.25,0.375,0,0,0.25,0.125,NA
"N Rana","MM Patel",0.285714285714286,0.571428571428571,0,0,0.142857142857143,0,NA
"N Rana","MM Sharma",0.538461538461538,0.153846153846154,0.0769230769230769,0,0.0769230769230769,0.153846153846154,NA
"N Rana","Mohammad Nabi",0.857142857142857,0.142857142857143,0,0,0,0,NA
"N Rana","Mohammed Siraj",0.5,0,0,0,0.5,0,NA
"N Rana","MP Stoinis",0.4,0.5,0,0,0,0.1,0.9
"N Rana","Mustafizur Rahman",0.428571428571429,0.428571428571429,0,0,0,0.142857142857143,NA
"N Rana","P Kumar",0.583333333333333,0.166666666666667,0.166666666666667,0,0.0833333333333333,0,NA
"N Rana","P Negi",0.75,0.25,0,0,0,0,0.75
"N Rana","PJ Cummins",1,0,0,0,0,0,0.5
"N Rana","R Bhatia",0.333333333333333,0.666666666666667,0,0,0,0,NA
"N Rana","R Tewatia",0,1,0,0,0,0,NA
"N Rana","RA Jadeja",0,0.6,0.1,0.1,0.1,0.1,NA
"N Rana","Rashid Khan",0.375,0.5,0.125,0,0,0,NA
"N Rana","S Aravind",0.25,0.5,0,0,0.25,0,NA
"N Rana","S Badree",0.75,0.25,0,0,0,0,0.875
"N Rana","S Kaul",1,0,0,0,0,0,0
"N Rana","Sandeep Sharma",0.75,0.25,0,0,0,0,NA
"N Rana","SB Jakati",0.272727272727273,0.363636363636364,0,0,0.272727272727273,0.0909090909090909,NA
"N Rana","SK Raina",0.333333333333333,0.555555555555556,0,0,0,0.111111111111111,NA
"N Rana","SN Thakur",0,1,0,0,0,0,NA
"N Rana","SP Narine",0.25,0.75,0,0,0,0,NA
"N Rana","SR Watson",0.5,0.5,0,0,0,0,NA
"N Rana","Swapnil Singh",0.125,0.5,0.125,0,0,0.25,NA
"N Rana","TA Boult",0.25,0.25,0,0,0.25,0.25,NA
"N Rana","TS Mills",0.25,0.5,0,0,0.25,0,NA
"N Rana","VR Aaron",0.857142857142857,0,0,0,0,0.142857142857143,NA
"N Rana","Washington Sundar",0.333333333333333,0.666666666666667,0,0,0,0,NA
"N Rana","YS Chahal",0.5,0.285714285714286,0.0714285714285714,0,0.142857142857143,0,0.928571428571429
"N Rana","Z Khan",0,1,0,0,0,0,NA
"N Saini","A Ashish Reddy",0.666666666666667,0.333333333333333,0,0,0,0,0.666666666666667
"N Saini","AB McDonald",0.363636363636364,0.363636363636364,0.0909090909090909,0,0.181818181818182,0,0.909090909090909
"N Saini","AUK Pathan",0.5,0.5,0,0,0,0,NA
"N Saini","CJ McKay",0.666666666666667,0.333333333333333,0,0,0,0,0.666666666666667
"N Saini","DJ Bravo",0.75,0,0,0,0.25,0,0.75
"N Saini","DL Vettori",0,0.5,0.4,0,0.1,0,NA
"N Saini","DT Christian",1,0,0,0,0,0,0.5
"N Saini","DW Steyn",0.8,0.2,0,0,0,0,NA
"N Saini","J Botha",0.666666666666667,0.333333333333333,0,0,0,0,NA
"N Saini","JA Morkel",1,0,0,0,0,0,NA
"N Saini","KA Pollard",0.6,0.2,0,0,0.2,0,NA
"N Saini","KMDN Kulasekara",0.5,0,0.5,0,0,0,0.5
"N Saini","KP Appanna",0.222222222222222,0.444444444444444,0.222222222222222,0,0.111111111111111,0,NA
"N Saini","MM Patel",0.5,0.166666666666667,0.166666666666667,0,0.166666666666667,0,NA
"N Saini","P Negi",0.4,0.4,0,0,0.2,0,NA
"N Saini","PP Ojha",0.333333333333333,0.333333333333333,0.166666666666667,0,0.166666666666667,0,0.833333333333333
"N Saini","R Ashwin",0,1,0,0,0,0,NA
"N Saini","R Vinay Kumar",0.25,0.25,0.25,0,0.25,0,NA
"N Saini","RJ Peterson",0.5,0.5,0,0,0,0,NA
"N Saini","RP Singh",0.529411764705882,0.294117647058824,0,0,0.176470588235294,0,NA
"N Saini","S Dhawan",0,1,0,0,0,0,NA
"N Saini","SR Watson",1,0,0,0,0,0,NA
"N Saini","SW Tait",0.666666666666667,0.333333333333333,0,0,0,0,0.666666666666667
"N Saini","TP Sudhindra",0.5,0.5,0,0,0,0,NA
"N Saini","UT Yadav",1,0,0,0,0,0,0.5
"N Saini","VR Aaron",0.5,0.25,0,0.125,0.125,0,NA
"N Saini","Z Khan",0.416666666666667,0.25,0.25,0,0.0833333333333333,0,0.916666666666667
"ND Doshi","BJ Hodge",1,0,0,0,0,0,NA
"ND Doshi","P Parameswaran",1,0,0,0,0,0,0
"ND Doshi","RP Singh",1,0,0,0,0,0,NA
"ND Doshi","S Sreesanth",1,0,0,0,0,0,NA
"Niraj Patel","A Nehra",0.5,0.25,0,0,0.25,0,NA
"Niraj Patel","AB Agarkar",0.4,0.4,0.2,0,0,0,NA
"Niraj Patel","AB Dinda",0.769230769230769,0.0769230769230769,0.0769230769230769,0,0.0769230769230769,0,NA
"Niraj Patel","CK Langeveldt",1,0,0,0,0,0,0
"Niraj Patel","CRD Fernando",0.222222222222222,0.444444444444444,0.111111111111111,0,0.111111111111111,0.111111111111111,NA
"Niraj Patel","DR Smith",0.333333333333333,0.666666666666667,0,0,0,0,NA
"Niraj Patel","DW Steyn",0.833333333333333,0.166666666666667,0,0,0,0,NA
"Niraj Patel","IK Pathan",0.7,0.2,0,0,0.1,0,NA
"Niraj Patel","JD Ryder",1,0,0,0,0,0,0.5
"Niraj Patel","JR Hopes",0.5,0.166666666666667,0,0,0.333333333333333,0,NA
"Niraj Patel","M Ntini",0.888888888888889,0.111111111111111,0,0,0,0,NA
"Niraj Patel","MF Maharoof",0.5,0,0,0,0.5,0,NA
"Niraj Patel","MS Gony",0.5,0.5,0,0,0,0,0.5
"Niraj Patel","P Kumar",0,1,0,0,0,0,NA
"Niraj Patel","PP Chawla",0.428571428571429,0.285714285714286,0.285714285714286,0,0,0,0.857142857142857
"Niraj Patel","R Vinay Kumar",0.75,0.25,0,0,0,0,NA
"Niraj Patel","RR Powar",0,0.666666666666667,0,0,0.333333333333333,0,NA
"Niraj Patel","RR Raje",0.125,0.375,0.375,0.125,0,0,NA
"Niraj Patel","S Sreesanth",0.25,0.25,0,0,0.5,0,NA
"Niraj Patel","SM Pollock",0.25,0.75,0,0,0,0,NA
"Niraj Patel","SS Sarkar",0,1,0,0,0,0,NA
"Niraj Patel","ST Jayasuriya",0,1,0,0,0,0,NA
"Niraj Patel","VRV Singh",0.166666666666667,0.333333333333333,0.166666666666667,0,0.333333333333333,0,NA
"NJ Maddinson","Harbhajan Singh",0,0,0,1,0,0,NA
"NJ Maddinson","IC Pandey",0.857142857142857,0,0,0,0.142857142857143,0,0.857142857142857
"NJ Maddinson","JP Duminy",0.5,0,0,0,0.5,0,NA
"NJ Maddinson","Mohammed Shami",1,0,0,0,0,0,0.75
"NJ Maddinson","SL Malinga",0.75,0,0,0,0.25,0,0.75
"NJ Maddinson","Z Khan",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,NA
"NJ Rimmington","WD Parnell",0,1,0,0,0,0,NA
"NL McCullum","DE Bollinger",0.4,0.6,0,0,0,0,0.8
"NL McCullum","JA Morkel",0.5,0.5,0,0,0,0,NA
"NL McCullum","R Ashwin",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,NA
"NL McCullum","S Randiv",0,1,0,0,0,0,NA
"NL McCullum","SB Jakati",0.2,0.4,0.2,0.2,0,0,NA
"NL McCullum","SK Trivedi",0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,NA
"NL McCullum","SR Watson",0.5,0.25,0.25,0,0,0,NA
"NLTC Perera","A Chandila",0.75,0,0,0,0.25,0,0.75
"NLTC Perera","A Mishra",0.666666666666667,0.333333333333333,0,0,0,0,NA
"NLTC Perera","A Nehra",0.8,0.2,0,0,0,0,0.8
"NLTC Perera","AB Dinda",0.666666666666667,0.333333333333333,0,0,0,0,0.666666666666667
"NLTC Perera","AD Russell",0.6,0.2,0,0,0,0.2,0.8
"NLTC Perera","AR Patel",0,1,0,0,0,0,NA
"NLTC Perera","Azhar Mahmood",0.375,0.25,0,0,0,0.375,NA
"NLTC Perera","B Kumar",0.333333333333333,0.444444444444444,0.111111111111111,0,0,0.111111111111111,NA
"NLTC Perera","BB Sran",0,1,0,0,0,0,NA
"NLTC Perera","CH Morris",0.25,0.25,0,0,0.25,0.25,NA
"NLTC Perera","CJ Jordan",0.75,0,0.25,0,0,0,0.75
"NLTC Perera","DJ Bravo",0.2,0.4,0.2,0,0,0.2,0.8
"NLTC Perera","DS Kulkarni",0.75,0.25,0,0,0,0,NA
"NLTC Perera","DT Christian",0.8,0,0.2,0,0,0,NA
"NLTC Perera","DW Steyn",0.571428571428571,0.142857142857143,0,0,0.285714285714286,0,NA
"NLTC Perera","GJ Maxwell",0.5,0.5,0,0,0,0,NA
"NLTC Perera","Harmeet Singh",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,NA
"NLTC Perera","HV Patel",0,0.333333333333333,0,0,0.5,0.166666666666667,NA
"NLTC Perera","I Sharma",0.6,0.2,0,0,0.2,0,NA
"NLTC Perera","IK Pathan",1,0,0,0,0,0,0
"NLTC Perera","Imran Tahir",0.25,0.25,0,0,0,0.5,NA
"NLTC Perera","Iqbal Abdulla",0.75,0.25,0,0,0,0,NA
"NLTC Perera","JD Unadkat",0.363636363636364,0.454545454545455,0,0,0.0909090909090909,0.0909090909090909,0.909090909090909
"NLTC Perera","JH Kallis",0.5,0.5,0,0,0,0,0.5
"NLTC Perera","JJ Bumrah",0.25,0.5,0,0,0,0.25,NA
"NLTC Perera","JP Duminy",0.333333333333333,0.666666666666667,0,0,0,0,NA
"NLTC Perera","JP Faulkner",0.272727272727273,0.272727272727273,0.363636363636364,0,0.0909090909090909,0,NA
"NLTC Perera","KJ Abbott",0.333333333333333,0,0.166666666666667,0,0.333333333333333,0.166666666666667,NA
"NLTC Perera","KK Cooper",0.3,0.5,0.1,0,0,0.1,NA
"NLTC Perera","L Balaji",0.142857142857143,0.714285714285714,0,0.142857142857143,0,0,NA
"NLTC Perera","M Kartik",0.5,0.333333333333333,0,0,0,0.166666666666667,NA
"NLTC Perera","M Morkel",0,1,0,0,0,0,NA
"NLTC Perera","M Muralitharan",0.625,0.375,0,0,0,0,NA
"NLTC Perera","MC Henriques",0,0.5,0,0,0,0.5,NA
"NLTC Perera","MJ McClenaghan",0.5,0.333333333333333,0.166666666666667,0,0,0,NA
"NLTC Perera","MM Sharma",0.25,0.625,0,0,0.125,0,0.875
"NLTC Perera","MN Samuels",0.142857142857143,0.285714285714286,0.285714285714286,0,0.142857142857143,0.142857142857143,NA
"NLTC Perera","Mohammed Shami",0.25,0.75,0,0,0,0,0.75
"NLTC Perera","MR Marsh",0.5,0.5,0,0,0,0,0.5
"NLTC Perera","MS Gony",0.444444444444444,0.444444444444444,0,0,0.111111111111111,0,0.888888888888889
"NLTC Perera","Mustafizur Rahman",0.166666666666667,0.666666666666667,0.166666666666667,0,0,0,NA
"NLTC Perera","NM Coulter-Nile",0.75,0.25,0,0,0,0,0.75
"NLTC Perera","P Awana",0.454545454545455,0.454545454545455,0,0,0,0.0909090909090909,NA
"NLTC Perera","P Kumar",0.222222222222222,0.333333333333333,0.111111111111111,0,0.222222222222222,0.111111111111111,NA
"NLTC Perera","PP Chawla",0.416666666666667,0.25,0.25,0,0,0.0833333333333333,0.916666666666667
"NLTC Perera","R Ashwin",0.2,0.8,0,0,0,0,NA
"NLTC Perera","R Bhatia",0,1,0,0,0,0,NA
"NLTC Perera","R Dhawan",0,1,0,0,0,0,NA
"NLTC Perera","R Sathish",0.4,0.4,0,0,0,0.2,0.8
"NLTC Perera","R Sharma",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,NA
"NLTC Perera","R Vinay Kumar",0,0.666666666666667,0.166666666666667,0,0,0.166666666666667,NA
"NLTC Perera","RP Singh",0.8,0,0,0,0.2,0,0.8
"NLTC Perera","Sandeep Sharma",0.333333333333333,0.666666666666667,0,0,0,0,0.666666666666667
"NLTC Perera","SK Trivedi",0.5,0.5,0,0,0,0,0.5
"NLTC Perera","SK Warne",1,0,0,0,0,0,NA
"NLTC Perera","SL Malinga",0,1,0,0,0,0,NA
"NLTC Perera","SMSM Senanayake",0.5,0.5,0,0,0,0,NA
"NLTC Perera","SP Narine",0.333333333333333,0.333333333333333,0.208333333333333,0,0.0833333333333333,0.0416666666666667,NA
"NLTC Perera","SR Watson",0.666666666666667,0.111111111111111,0.111111111111111,0,0,0.111111111111111,0.777777777777778
"NLTC Perera","T Shamsi",0.5,0,0,0,0,0.5,NA
"NLTC Perera","UT Yadav",0.5,0.5,0,0,0,0,NA
"NLTC Perera","YS Chahal",0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,NA
"NM Coulter-Nile","AB Dinda",0.5,0.5,0,0,0,0,NA
"NM Coulter-Nile","Azhar Mahmood",0.5,0.5,0,0,0,0,0.5
"NM Coulter-Nile","BA Stokes",1,0,0,0,0,0,0.5
"NM Coulter-Nile","D Wiese",0.666666666666667,0,0,0,0.333333333333333,0,0.666666666666667
"NM Coulter-Nile","DJ Bravo",0,1,0,0,0,0,NA
"NM Coulter-Nile","DS Kulkarni",0.75,0,0,0,0,0.25,0.75
"NM Coulter-Nile","DT Christian",1,0,0,0,0,0,NA
"NM Coulter-Nile","GB Hogg",0.666666666666667,0,0,0,0.333333333333333,0,NA
"NM Coulter-Nile","IC Pandey",0.5,0,0,0,0.5,0,NA
"NM Coulter-Nile","Iqbal Abdulla",1,0,0,0,0,0,NA
"NM Coulter-Nile","JD Unadkat",0.5,0,0,0,0,0.5,NA
"NM Coulter-Nile","JW Hastings",0,1,0,0,0,0,NA
"NM Coulter-Nile","MG Johnson",0.75,0,0,0,0,0.25,0.75
"NM Coulter-Nile","NLTC Perera",0,1,0,0,0,0,NA
"NM Coulter-Nile","P Negi",0.666666666666667,0.333333333333333,0,0,0,0,0.666666666666667
"NM Coulter-Nile","PP Chawla",0.714285714285714,0.285714285714286,0,0,0,0,NA
"NM Coulter-Nile","R Ashwin",1,0,0,0,0,0,0
"NM Coulter-Nile","R Vinay Kumar",0,0.5,0.5,0,0,0,NA
"NM Coulter-Nile","Sandeep Sharma",0.25,0.5,0,0,0,0.25,NA
"NM Coulter-Nile","SP Narine",0,1,0,0,0,0,NA
"NM Coulter-Nile","TS Mills",0,1,0,0,0,0,NA
"NM Coulter-Nile","UT Yadav",0,1,0,0,0,0,NA
"NS Naik","B Kumar",0.4,0.6,0,0,0,0,NA
"NS Naik","BB Sran",0,0.714285714285714,0.285714285714286,0,0,0,NA
"NS Naik","DJ Hooda",1,0,0,0,0,0,NA
"NS Naik","JJ Bumrah",0.666666666666667,0.333333333333333,0,0,0,0,0.666666666666667
"NS Naik","MC Henriques",0.428571428571429,0.428571428571429,0,0,0.142857142857143,0,NA
"NS Naik","Mustafizur Rahman",0.777777777777778,0.111111111111111,0.111111111111111,0,0,0,0.888888888888889
"NV Ojha","A Ashish Reddy",0.25,0.5,0.25,0,0,0,NA
"NV Ojha","A Kumble",0.285714285714286,0.428571428571429,0.142857142857143,0,0.142857142857143,0,NA
"NV Ojha","A Mishra",0.238095238095238,0.285714285714286,0.0952380952380952,0,0.238095238095238,0.142857142857143,0.904761904761905
"NV Ojha","A Nehra",0.571428571428571,0.142857142857143,0.142857142857143,0,0,0.142857142857143,0.857142857142857
"NV Ojha","A Singh",0.666666666666667,0.333333333333333,0,0,0,0,0.666666666666667
"NV Ojha","A Symonds",0.428571428571429,0.428571428571429,0,0,0.142857142857143,0,NA
"NV Ojha","A Zampa",1,0,0,0,0,0,0.5
"NV Ojha","AA Jhunjhunwala",0.25,0.5,0,0,0,0.25,NA
"NV Ojha","AB Dinda",0.583333333333333,0.25,0.0416666666666667,0,0.125,0,0.958333333333333
"NV Ojha","AB McDonald",0.142857142857143,0.428571428571429,0.142857142857143,0,0.285714285714286,0,NA
"NV Ojha","AC Thomas",0.5,0.416666666666667,0.0833333333333333,0,0,0,NA
"NV Ojha","AD Mathews",0.2,0.4,0.0666666666666667,0,0.333333333333333,0,NA
"NV Ojha","AD Russell",0.5,0,0.333333333333333,0,0.166666666666667,0,NA
"NV Ojha","AG Murtaza",0.777777777777778,0.222222222222222,0,0,0,0,0.777777777777778
"NV Ojha","AL Menaria",0,0,0,0,0.5,0.5,NA
"NV Ojha","AM Salvi",0.833333333333333,0.166666666666667,0,0,0,0,0.833333333333333
"NV Ojha","Ankit Sharma",0,1,0,0,0,0,NA
"NV Ojha","Anureet Singh",0.5,0.333333333333333,0,0,0.166666666666667,0,NA
"NV Ojha","AR Patel",0.269230769230769,0.461538461538462,0.115384615384615,0,0.115384615384615,0.0384615384615385,0.961538461538462
"NV Ojha","AS Rajpoot",0.75,0,0,0,0.25,0,NA
"NV Ojha","Azhar Mahmood",0.714285714285714,0.142857142857143,0,0,0.142857142857143,0,NA
"NV Ojha","B Lee",0,1,0,0,0,0,NA
"NV Ojha","BE Hendricks",0,1,0,0,0,0,NA
"NV Ojha","Bipul Sharma",0,1,0,0,0,0,NA
"NV Ojha","BJ Hodge",0,0.2,0.2,0,0,0.6,NA
"NV Ojha","BW Hilfenhaus",0.857142857142857,0.142857142857143,0,0,0,0,0.857142857142857
"NV Ojha","C Munro",0.333333333333333,0.666666666666667,0,0,0,0,NA
"NV Ojha","CH Gayle",0,1,0,0,0,0,NA
"NV Ojha","CH Morris",0.583333333333333,0.333333333333333,0,0,0.0833333333333333,0,NA
"NV Ojha","CJ Jordan",0.25,0.25,0.25,0,0.25,0,NA
"NV Ojha","CJ McKay",0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,NA
"NV Ojha","CK Langeveldt",1,0,0,0,0,0,0.666666666666667
"NV Ojha","CR Brathwaite",0.333333333333333,0.666666666666667,0,0,0,0,NA
"NV Ojha","CR Woakes",0.166666666666667,0.5,0.333333333333333,0,0,0,NA
"NV Ojha","D du Preez",0.285714285714286,0.571428571428571,0.142857142857143,0,0,0,NA
"NV Ojha","DE Bollinger",0.473684210526316,0.368421052631579,0,0,0.157894736842105,0,NA
"NV Ojha","DJ Bravo",0.666666666666667,0.266666666666667,0.0666666666666667,0,0,0,0.933333333333333
"NV Ojha","DL Vettori",0.375,0.375,0.125,0,0,0.125,NA
"NV Ojha","DP Nannes",0.6,0.4,0,0,0,0,NA
"NV Ojha","DR Smith",0.4,0.4,0,0,0,0.2,NA
"NV Ojha","DS Kulkarni",0.625,0.375,0,0,0,0,NA
"NV Ojha","DT Christian",0.5,0.333333333333333,0.166666666666667,0,0,0,0.833333333333333
"NV Ojha","DW Steyn",0.631578947368421,0.210526315789474,0,0.105263157894737,0.0526315789473684,0,NA
"NV Ojha","GB Hogg",0.4,0.4,0,0,0,0.2,NA
"NV Ojha","Harbhajan Singh",0.5,0.5,0,0,0,0,NA
"NV Ojha","Harmeet Singh",0.444444444444444,0.333333333333333,0,0,0.222222222222222,0,NA
"NV Ojha","HH Pandya",0.5,0.5,0,0,0,0,NA
"NV Ojha","HV Patel",0.166666666666667,0.5,0.166666666666667,0,0.166666666666667,0,NA
"NV Ojha","I Sharma",0.333333333333333,0.416666666666667,0,0.0833333333333333,0.166666666666667,0,0.916666666666667
"NV Ojha","IC Pandey",0,1,0,0,0,0,NA
"NV Ojha","IK Pathan",0.7,0.2,0,0,0,0.1,NA
"NV Ojha","Imran Tahir",0.666666666666667,0.333333333333333,0,0,0,0,0.833333333333333
"NV Ojha","Iqbal Abdulla",0.5,0.5,0,0,0,0,0.833333333333333
"NV Ojha","J Suchith",0.428571428571429,0.285714285714286,0.285714285714286,0,0,0,0.714285714285714
"NV Ojha","J Theron",0.5,0.5,0,0,0,0,NA
"NV Ojha","JA Morkel",0.452380952380952,0.238095238095238,0,0,0.238095238095238,0.0714285714285714,0.952380952380952
"NV Ojha","JD Ryder",0.5,0.5,0,0,0,0,NA
"NV Ojha","JD Unadkat",0.428571428571429,0.285714285714286,0,0,0.142857142857143,0.142857142857143,0.714285714285714
"NV Ojha","JEC Franklin",0,0.666666666666667,0,0,0.333333333333333,0,NA
"NV Ojha","JH Kallis",0.473684210526316,0.421052631578947,0.0526315789473684,0,0.0526315789473684,0,0.947368421052632
"NV Ojha","JJ Bumrah",0.666666666666667,0.333333333333333,0,0,0,0,0.666666666666667
"NV Ojha","JO Holder",0.571428571428571,0.428571428571429,0,0,0,0,0.857142857142857
"NV Ojha","Joginder Sharma",0,0.428571428571429,0.285714285714286,0,0.285714285714286,0,NA
"NV Ojha","JP Faulkner",0.625,0.1875,0,0,0.1875,0,NA
"NV Ojha","JW Hastings",0.666666666666667,0.333333333333333,0,0,0,0,NA
"NV Ojha","K Goel",0,0.5,0,0,0.5,0,NA
"NV Ojha","KA Pollard",0.428571428571429,0.428571428571429,0.0714285714285714,0,0,0.0714285714285714,NA
"NV Ojha","KC Cariappa",0.4,0.4,0,0,0.2,0,0.8
"NV Ojha","KK Cooper",0.5,0.5,0,0,0,0,NA
"NV Ojha","Kuldeep Yadav",0.666666666666667,0.222222222222222,0.111111111111111,0,0,0,NA
"NV Ojha","KW Richardson",1,0,0,0,0,0,0.5
"NV Ojha","L Balaji",1,0,0,0,0,0,NA
"NV Ojha","LR Shukla",0.5,0,0,0,0,0.5,NA
"NV Ojha","M Ashwin",0,1,0,0,0,0,NA
"NV Ojha","M Kartik",0.8,0.2,0,0,0,0,NA
"NV Ojha","M Morkel",0.545454545454545,0.227272727272727,0.0454545454545455,0,0.136363636363636,0.0454545454545455,0.954545454545455
"NV Ojha","M Muralitharan",0.37037037037037,0.481481481481481,0.037037037037037,0,0,0.111111111111111,0.962962962962963
"NV Ojha","M Vijay",0,1,0,0,0,0,NA
"NV Ojha","MA Starc",0.285714285714286,0.428571428571429,0.142857142857143,0,0.142857142857143,0,NA
"NV Ojha","MF Maharoof",0.555555555555556,0.166666666666667,0,0,0.222222222222222,0.0555555555555556,NA
"NV Ojha","MG Johnson",0.166666666666667,0.666666666666667,0.166666666666667,0,0,0,NA
"NV Ojha","MM Patel",0.571428571428571,0.214285714285714,0.0714285714285714,0,0.0714285714285714,0.0714285714285714,0.928571428571429
"NV Ojha","MM Sharma",0,0.4,0,0.2,0.4,0,NA
"NV Ojha","MR Marsh",0.333333333333333,0.666666666666667,0,0,0,0,NA
"NV Ojha","MS Gony",0.615384615384615,0.307692307692308,0.0769230769230769,0,0,0,NA
"NV Ojha","NM Coulter-Nile",0.384615384615385,0.461538461538462,0.0769230769230769,0,0.0769230769230769,0,0.923076923076923
"NV Ojha","P Awana",0.833333333333333,0.166666666666667,0,0,0,0,NA
"NV Ojha","P Kumar",0.46875,0.3125,0.09375,0,0.09375,0.03125,NA
"NV Ojha","P Negi",0.142857142857143,0.714285714285714,0,0,0,0.142857142857143,NA
"NV Ojha","P Parameswaran",0.666666666666667,0.111111111111111,0,0,0.111111111111111,0.111111111111111,NA
"NV Ojha","Pankaj Singh",0.666666666666667,0.333333333333333,0,0,0,0,0.666666666666667
"NV Ojha","PP Chawla",0.461538461538462,0.256410256410256,0.0769230769230769,0.0256410256410256,0.0769230769230769,0.102564102564103,0.948717948717949
"NV Ojha","PP Ojha",0.6,0.2,0.2,0,0,0,0.8
"NV Ojha","PV Tambe",0.470588235294118,0.294117647058824,0.176470588235294,0,0.0588235294117647,0,0.941176470588235
"NV Ojha","R Ashwin",0.526315789473684,0.368421052631579,0.0526315789473684,0,0,0.0526315789473684,0.947368421052632
"NV Ojha","R Bhatia",0.354838709677419,0.516129032258065,0,0,0.0967741935483871,0.032258064516129,0.903225806451613
"NV Ojha","R Dhawan",0.25,0.5625,0,0,0.0625,0.125,NA
"NV Ojha","R McLaren",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,NA
"NV Ojha","R Sharma",0.75,0.25,0,0,0,0,NA
"NV Ojha","R Shukla",0,0.5,0,0,0,0.5,NA
"NV Ojha","R Vinay Kumar",0.5,0.333333333333333,0,0,0.0833333333333333,0.0833333333333333,NA
"NV Ojha","RA Jadeja",0.5,0.5,0,0,0,0,NA
"NV Ojha","RE van der Merwe",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,NA
"NV Ojha","RG More",0.4,0.2,0,0,0.2,0.2,NA
"NV Ojha","RG Sharma",0.428571428571429,0.285714285714286,0,0,0.142857142857143,0.142857142857143,NA
"NV Ojha","RJ Harris",0.625,0.1875,0,0,0.125,0.0625,NA
"NV Ojha","RN ten Doeschate",0.7,0.1,0,0,0,0.2,0.9
"NV Ojha","RP Singh",0.827586206896552,0.103448275862069,0,0.0344827586206897,0.0344827586206897,0,0.862068965517241
"NV Ojha","RR Powar",0.285714285714286,0.285714285714286,0.0714285714285714,0,0.214285714285714,0.142857142857143,NA
"NV Ojha","RS Bopara",0.428571428571429,0.428571428571429,0,0,0.142857142857143,0,NA
"NV Ojha","S Aravind",1,0,0,0,0,0,0
"NV Ojha","S Dhawan",0.4,0.2,0,0,0,0.4,NA
"NV Ojha","S Kaushik",0.5,0.5,0,0,0,0,NA
"NV Ojha","S Sreesanth",0.571428571428571,0.285714285714286,0,0.0357142857142857,0.107142857142857,0,0.928571428571429
"NV Ojha","S Tyagi",0.222222222222222,0.444444444444444,0,0,0.222222222222222,0.111111111111111,NA
